Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Polarity,Subjectivity,Sentiment_Category
 Embracing acceptance of life's ups and downs.           ,Acceptance,2/25/2023 18:20,Facebook,acceptance,15,30, Canada     ,2023,2,25,18,0.0,0.0,Neutral
 Embracing acceptance of life's ups and downs.           ,Acceptance,2/25/2023 18:20,Facebook,lifejourney,15,30, Canada     ,2023,2,25,18,0.0,0.0,Neutral
 Overflowing adoration for a cute rescue puppy! 🐶       ,Adoration,2/26/2023 10:45,Twitter,adoration,22,45, UK         ,2023,2,26,10,0.625,1.0,Positive
 Overflowing adoration for a cute rescue puppy! 🐶       ,Adoration,2/26/2023 10:45,Twitter,puppylove,22,45, UK         ,2023,2,26,10,0.625,1.0,Positive
 Anticipating the release of a much-awaited movie.       ,Anticipation,2/26/2023 7:30,Instagram,anticipation,20,40, Australia    ,2023,2,26,7,0.0,0.0,Neutral
 Anticipating the release of a much-awaited movie.       ,Anticipation,2/26/2023 7:30,Instagram,movierelease,20,40, Australia    ,2023,2,26,7,0.0,0.0,Neutral
 Bitter experience at the customer service department.   ,Bitter,2/26/2023 15:00,Facebook,bitterexperience,18,35, USA       ,2023,2,26,15,-0.1,0.5,Neutral
 Bitter experience at the customer service department.   ,Bitter,2/26/2023 15:00,Facebook,customerservice,18,35, USA       ,2023,2,26,15,-0.1,0.5,Neutral
 Finding calmness amidst the chaos of daily life.        ,Calmness,2/27/2023 9:30,Twitter,calmness,15,30, India     ,2023,2,27,9,0.0,0.0,Neutral
 Finding calmness amidst the chaos of daily life.        ,Calmness,2/27/2023 9:30,Twitter,innerpeace,15,30, India     ,2023,2,27,9,0.0,0.0,Neutral
 Confusion reigns as I try to make sense of recent events.,Confusion,2/27/2023 14:20,Instagram,confusion,25,50, UK   ,2023,2,27,14,0.0,0.25,Neutral
 Confusion reigns as I try to make sense of recent events.,Confusion,2/27/2023 14:20,Instagram,makingsense,25,50, UK   ,2023,2,27,14,0.0,0.25,Neutral
 Excitement building up for a surprise birthday party.   ,Excitement,2/27/2023 18:45,Facebook,excitement,22,45, Canada ,2023,2,27,18,0.0,0.0,Neutral
 Excitement building up for a surprise birthday party.   ,Excitement,2/27/2023 18:45,Facebook,surpriseparty,22,45, Canada ,2023,2,27,18,0.0,0.0,Neutral
 Witnessed an act of kindness that made my day.          ,Kind,2/28/2023 11:30,Twitter,kindness,20,40, USA       ,2023,2,28,11,0.0,0.0,Neutral
 Witnessed an act of kindness that made my day.          ,Kind,2/28/2023 11:30,Twitter,actsofkindness,20,40, USA       ,2023,2,28,11,0.0,0.0,Neutral
 Pride in completing a challenging fitness challenge.    ,Pride,2/28/2023 16:00,Instagram,pride,30,60, UK            ,2023,2,28,16,0.5,1.0,Positive
 Pride in completing a challenging fitness challenge.    ,Pride,2/28/2023 16:00,Instagram,fitnesschallengecompleted,30,60, UK            ,2023,2,28,16,0.5,1.0,Positive
 A moment of shame for not speaking up against injustice.,Shame,2/28/2023 19:45,Facebook,shame,15,30, India     ,2023,2,28,19,0.0,0.0,Neutral
 A moment of shame for not speaking up against injustice.,Shame,2/28/2023 19:45,Facebook,injustice,15,30, India     ,2023,2,28,19,0.0,0.0,Neutral
 Reflecting on the beauty of diversity in our world.     ,Acceptance,3/1/2023 10:45,Twitter,acceptance,22,45, Australia ,2023,3,1,10,0.0,0.0,Neutral
 Reflecting on the beauty of diversity in our world.     ,Acceptance,3/1/2023 10:45,Twitter,diversity,22,45, Australia ,2023,3,1,10,0.0,0.0,Neutral
 Excitement for a quiet evening with a good book.        ,Excitement,3/1/2023 13:30,Instagram,excitement,18,35, USA          ,2023,3,1,13,0.35,0.4666666666666667,Positive
 Excitement for a quiet evening with a good book.        ,Excitement,3/1/2023 13:30,Instagram,booktime,18,35, USA          ,2023,3,1,13,0.35,0.4666666666666667,Positive
 Feeling bitter about the unfairness in the workplace.   ,Bitter,3/1/2023 17:45,Twitter,bitter,15,30, Canada    ,2023,3,1,17,-0.1,0.5,Neutral
 Feeling bitter about the unfairness in the workplace.   ,Bitter,3/1/2023 17:45,Twitter,unfairness,15,30, Canada    ,2023,3,1,17,-0.1,0.5,Neutral
 Calmness prevails as I practice mindfulness.            ,Calmness,3/2/2023 18:00,Facebook,calmness,15,30, UK        ,2023,3,2,18,0.0,0.0,Neutral
 Calmness prevails as I practice mindfulness.            ,Calmness,3/2/2023 18:00,Facebook,mindfulness,15,30, UK        ,2023,3,2,18,0.0,0.0,Neutral
 Confusion surrounds me as I navigate through life's choices. ,Confusion,3/2/2023 13:15,Instagram,confusion,30,60, USA   ,2023,3,2,13,0.0,0.0,Neutral
 Confusion surrounds me as I navigate through life's choices. ,Confusion,3/2/2023 13:15,Instagram,lifechoices,30,60, USA   ,2023,3,2,13,0.0,0.0,Neutral
 Excitement for a weekend road trip to explore new places. ,Excitement,3/2/2023 16:45,Twitter,excitement,25,50, India     ,2023,3,2,16,0.1363636363636363,0.4545454545454545,Positive
 Excitement for a weekend road trip to explore new places. ,Excitement,3/2/2023 16:45,Twitter,weekendadventure,25,50, India     ,2023,3,2,16,0.1363636363636363,0.4545454545454545,Positive
 Kindness witnessed today restores my faith in humanity.  ,Kind,3/3/2023 11:30,Facebook,kindness,22,45, USA       ,2023,3,3,11,0.0,0.0,Neutral
 Kindness witnessed today restores my faith in humanity.  ,Kind,3/3/2023 11:30,Facebook,humanityrestored,22,45, USA       ,2023,3,3,11,0.0,0.0,Neutral
 Pride in accomplishing personal and professional goals.  ,Pride,3/3/2023 14:30,Instagram,pride,12,25, Canada ,2023,3,3,14,0.05,0.2,Neutral
 Pride in accomplishing personal and professional goals.  ,Pride,3/3/2023 14:30,Instagram,accomplishments,12,25, Canada ,2023,3,3,14,0.05,0.2,Neutral
 Shame for not being true to my values in a difficult situation.,Shame,3/3/2023 12:00,Twitter,shame,15,30, UK        ,2023,3,3,12,-0.075,0.825,Neutral
 Shame for not being true to my values in a difficult situation.,Shame,3/3/2023 12:00,Twitter,integrity,15,30, UK        ,2023,3,3,12,-0.075,0.825,Neutral
" Revisiting old memories, feeling a sense of elation. ",Elation,5/15/2010 15:30,Twitter,elation,20,40, Canada    ,2010,5,15,15,0.1,0.2,Neutral
" Revisiting old memories, feeling a sense of elation. ",Elation,5/15/2010 15:30,Twitter,memories,20,40, Canada    ,2010,5,15,15,0.1,0.2,Neutral
 The victory of our team brought euphoria to the city. ,Euphoria,8/10/2021 21:15,Instagram,euphoria,15,30, USA      ,2021,8,10,21,0.0,0.0,Neutral
 The victory of our team brought euphoria to the city. ,Euphoria,8/10/2021 21:15,Instagram,victory,15,30, USA      ,2021,8,10,21,0.0,0.0,Neutral
" Embracing the beauty of nature, a moment of contentment. ",Contentment,6/20/2011 14:45,Facebook,contentment,25,50, India       ,2011,6,20,14,0.0,0.0,Neutral
" Embracing the beauty of nature, a moment of contentment. ",Contentment,6/20/2011 14:45,Facebook,nature,25,50, India       ,2011,6,20,14,0.0,0.0,Neutral
" Meditating by the serene lake, finding inner peace.   ",Serenity,2/12/2022 18:20,Twitter,serenity,18,35, UK          ,2022,2,12,18,0.0,0.1666666666666666,Neutral
" Meditating by the serene lake, finding inner peace.   ",Serenity,2/12/2022 18:20,Twitter,meditation,18,35, UK          ,2022,2,12,18,0.0,0.1666666666666666,Neutral
 Overflowing with gratitude for life's blessings.      ,Gratitude,11/25/2012 10:00,Instagram,gratitude,30,60, Australia   ,2012,11,25,10,0.0,0.0,Neutral
 Overflowing with gratitude for life's blessings.      ,Gratitude,11/25/2012 10:00,Instagram,blessed,30,60, Australia   ,2012,11,25,10,0.0,0.0,Neutral
" Hopeful for a brighter tomorrow, despite challenges.  ",Hope,4/5/2013 19:30,Facebook,hope,22,45, USA      ,2013,4,5,19,0.0,0.0,Neutral
" Hopeful for a brighter tomorrow, despite challenges.  ",Hope,4/5/2013 19:30,Facebook,optimism,22,45, USA      ,2013,4,5,19,0.0,0.0,Neutral
 Empowered to make a difference in my community.        ,Empowerment,9/14/2014 8:30,Twitter,empowerment,15,30, UK       ,2014,9,14,8,0.0,0.0,Neutral
 Empowered to make a difference in my community.        ,Empowerment,9/14/2014 8:30,Twitter,community,15,30, UK       ,2014,9,14,8,0.0,0.0,Neutral
 Compassion in action: supporting a local charity event. ,Compassion,7/18/2015 14:20,Instagram,compassion,18,35, Canada ,2015,7,18,14,0.1166666666666666,0.1166666666666666,Positive
 Compassion in action: supporting a local charity event. ,Compassion,7/18/2015 14:20,Instagram,charityevent,18,35, Canada ,2015,7,18,14,0.1166666666666666,0.1166666666666666,Positive
" A moment of tenderness, connecting with loved ones.    ",Tenderness,2/23/2016 19:45,Facebook,tenderness,25,50, UK          ,2016,2,23,19,0.7,0.8,Positive
" A moment of tenderness, connecting with loved ones.    ",Tenderness,2/23/2016 19:45,Facebook,familytime,25,50, UK          ,2016,2,23,19,0.7,0.8,Positive
 Arousal of excitement as I await a special announcement.,Arousal,10/30/2017 11:30,Twitter,arousal,20,40, Australia ,2017,10,30,11,0.3571428571428571,0.5714285714285714,Positive
 Arousal of excitement as I await a special announcement.,Arousal,10/30/2017 11:30,Twitter,excitement,20,40, Australia ,2017,10,30,11,0.3571428571428571,0.5714285714285714,Positive
 Enthusiastically diving into a new project.            ,Enthusiasm,6/15/2018 16:00,Instagram,enthusiasm,15,30, USA  ,2018,6,15,16,0.1363636363636363,0.4545454545454545,Positive
 Enthusiastically diving into a new project.            ,Enthusiasm,6/15/2018 16:00,Instagram,newproject,15,30, USA  ,2018,6,15,16,0.1363636363636363,0.4545454545454545,Positive
 Feeling a sense of fulfillment after reaching a milestone.,Fulfillment,3/28/2019 18:20,Facebook,fulfillment,22,45, India     ,2019,3,28,18,0.0,0.0,Neutral
 Feeling a sense of fulfillment after reaching a milestone.,Fulfillment,3/28/2019 18:20,Facebook,milestone,22,45, India     ,2019,3,28,18,0.0,0.0,Neutral
 Reverence for the beauty of a historic landmark.       ,Reverence,11/11/2019 15:00,Twitter,reverence,18,35, UK      ,2019,11,11,15,0.0,0.0,Neutral
 Reverence for the beauty of a historic landmark.       ,Reverence,11/11/2019 15:00,Twitter,history,18,35, UK      ,2019,11,11,15,0.0,0.0,Neutral
 Elation after a surprise reunion with old friends.    ,Elation,4/2/2020 9:30,Instagram,elation,25,50, Canada      ,2020,4,2,9,0.1,0.2,Neutral
 Elation after a surprise reunion with old friends.    ,Elation,4/2/2020 9:30,Instagram,oldfriends,25,50, Canada      ,2020,4,2,9,0.1,0.2,Neutral
 The euphoria of a live music concert under the stars.  ,Euphoria,6/19/2021 14:45,Facebook,euphoria,15,30, USA ,2021,6,19,14,0.1363636363636363,0.5,Positive
 The euphoria of a live music concert under the stars.  ,Euphoria,6/19/2021 14:45,Facebook,livemusic,15,30, USA ,2021,6,19,14,0.1363636363636363,0.5,Positive
 Contentment in the simplicity of a quiet Sunday.       ,Contentment,8/15/2010 10:00,Twitter,contentment,30,60, Australia ,2010,8,15,10,0.0,0.3333333333333333,Neutral
 Contentment in the simplicity of a quiet Sunday.       ,Contentment,8/15/2010 10:00,Twitter,sundaymood,30,60, Australia ,2010,8,15,10,0.0,0.3333333333333333,Neutral
 Serenity found in the pages of a favorite book.        ,Serenity,9/22/2011 19:30,Instagram,serenity,22,45, UK          ,2011,9,22,19,0.5,1.0,Positive
 Serenity found in the pages of a favorite book.        ,Serenity,9/22/2011 19:30,Instagram,booktime,22,45, UK          ,2011,9,22,19,0.5,1.0,Positive
 Gratitude for the support received during tough times. ,Gratitude,3/10/2012 8:30,Facebook,gratitude,15,30, India     ,2012,3,10,8,-0.3888888888888889,0.8333333333333334,Negative
 Gratitude for the support received during tough times. ,Gratitude,3/10/2012 8:30,Facebook,supportive,15,30, India     ,2012,3,10,8,-0.3888888888888889,0.8333333333333334,Negative
 Hopeful about the possibilities of a new journey.      ,Hope,12/5/2013 16:00,Twitter,hope,18,35, Canada    ,2013,12,5,16,0.1363636363636363,0.4545454545454545,Positive
 Hopeful about the possibilities of a new journey.      ,Hope,12/5/2013 16:00,Twitter,newbeginnings,18,35, Canada    ,2013,12,5,16,0.1363636363636363,0.4545454545454545,Positive
 Empowerment through learning and personal growth.      ,Empowerment,7/20/2014 11:30,Instagram,empowerment,25,50,USA,2014,7,20,11,0.0,0.3,Neutral
 Empowerment through learning and personal growth.      ,Empowerment,7/20/2014 11:30,Instagram,personalgrowth,25,50,USA,2014,7,20,11,0.0,0.3,Neutral
 Compassion towards those in need during the holidays.  ,Compassion,12/22/2015 14:20,Facebook,compassion,18,35, USA      ,2015,12,22,14,0.0,0.0,Neutral
 Compassion towards those in need during the holidays.  ,Compassion,12/22/2015 14:20,Facebook,holidaysupport,18,35, USA      ,2015,12,22,14,0.0,0.0,Neutral
 Tenderness in the warmth of a cozy winter evening.     ,Tenderness,2/10/2016 19:45,Twitter,tenderness,25,50, UK       ,2016,2,10,19,-0.1999999999999999,0.75,Negative
 Tenderness in the warmth of a cozy winter evening.     ,Tenderness,2/10/2016 19:45,Twitter,cozyevening,25,50, UK       ,2016,2,10,19,-0.1999999999999999,0.75,Negative
 Arousal of excitement for an upcoming adventure.       ,Arousal,4/30/2017 11:30,Instagram,arousal,20,40, Australia ,2017,4,30,11,0.0,0.0,Neutral
 Arousal of excitement for an upcoming adventure.       ,Arousal,4/30/2017 11:30,Instagram,adventuretime,20,40, Australia ,2017,4,30,11,0.0,0.0,Neutral
 Enthusiasm for a creative project in the making.       ,Enthusiasm,9/15/2018 16:00,Facebook,enthusiasm,15,30, Canada    ,2018,9,15,16,0.5,1.0,Positive
 Enthusiasm for a creative project in the making.       ,Enthusiasm,9/15/2018 16:00,Facebook,creativity,15,30, Canada    ,2018,9,15,16,0.5,1.0,Positive
 Fulfillment in completing a challenging workout routine.,Fulfillment,6/28/2019 18:20,Twitter,fulfillment,22,45, India     ,2019,6,28,18,0.5,1.0,Positive
 Fulfillment in completing a challenging workout routine.,Fulfillment,6/28/2019 18:20,Twitter,fitnessgoals,22,45, India     ,2019,6,28,18,0.5,1.0,Positive
 Reverence for the artistry displayed in a museum.      ,Reverence,11/11/2020 15:00,Instagram,reverence,18,35, UK        ,2020,11,11,15,0.0,0.0,Neutral
 Reverence for the artistry displayed in a museum.      ,Reverence,11/11/2020 15:00,Instagram,artappreciation,18,35, UK        ,2020,11,11,15,0.0,0.0,Neutral
 Elation after achieving a personal goal.               ,Elation,3/2/2021 9:30,Facebook,elation,25,50, USA      ,2021,3,2,9,0.0,0.3,Neutral
 Elation after achieving a personal goal.               ,Elation,3/2/2021 9:30,Facebook,personalachievement,25,50, USA      ,2021,3,2,9,0.0,0.3,Neutral
 Elation over discovering a hidden gem in the city.   ,Elation,2/18/2012 14:30,Twitter,elation,20,40, USA      ,2012,2,18,14,-0.1666666666666666,0.3333333333333333,Negative
 Elation over discovering a hidden gem in the city.   ,Elation,2/18/2012 14:30,Twitter,hiddengem,20,40, USA      ,2012,2,18,14,-0.1666666666666666,0.3333333333333333,Negative
 The euphoria of a surprise birthday celebration.     ,Euphoria,11/5/2018 21:45,Instagram,euphoria,15,30, UK   ,2018,11,5,21,0.0,0.0,Neutral
 The euphoria of a surprise birthday celebration.     ,Euphoria,11/5/2018 21:45,Instagram,birthdaysurprise,15,30, UK   ,2018,11,5,21,0.0,0.0,Neutral
 Contentment in the simplicity of a home-cooked meal. ,Contentment,9/12/2015 13:20,Facebook,contentment,25,50, India    ,2015,9,12,13,0.0,0.0,Neutral
 Contentment in the simplicity of a home-cooked meal. ,Contentment,9/12/2015 13:20,Facebook,homecooking,25,50, India    ,2015,9,12,13,0.0,0.0,Neutral
 Serenity found in the melody of a peaceful piano.    ,Serenity,7/30/2016 18:10,Twitter,serenity,18,35, Canada      ,2016,7,30,18,0.25,0.5,Positive
 Serenity found in the melody of a peaceful piano.    ,Serenity,7/30/2016 18:10,Twitter,peacefulmelody,18,35, Canada      ,2016,7,30,18,0.25,0.5,Positive
 Gratitude for the supportive community around me.    ,Gratitude,4/20/2013 10:30,Instagram,gratitude,30,60, USA ,2013,4,20,10,0.5,1.0,Positive
 Gratitude for the supportive community around me.    ,Gratitude,4/20/2013 10:30,Instagram,communitysupport,30,60, USA ,2013,4,20,10,0.5,1.0,Positive
 Hopeful about the prospects of a new business venture.,Hope,12/8/2017 19:15,Facebook,hope,22,45, Canada    ,2017,12,8,19,0.1363636363636363,0.4545454545454545,Positive
 Hopeful about the prospects of a new business venture.,Hope,12/8/2017 19:15,Facebook,businessventure,22,45, Canada    ,2017,12,8,19,0.1363636363636363,0.4545454545454545,Positive
 Empowerment through mentoring and guiding others.    ,Empowerment,6/3/2014 8:20,Twitter,empowerment,15,30, UK       ,2014,6,3,8,0.0,0.0,Neutral
 Empowerment through mentoring and guiding others.    ,Empowerment,6/3/2014 8:20,Twitter,mentorship,15,30, UK       ,2014,6,3,8,0.0,0.0,Neutral
 Compassion shown through acts of kindness in the community.,Compassion,1/15/2019 14:50,Instagram,compassion,18,35, Australia ,2019,1,15,14,0.0,0.0,Neutral
 Compassion shown through acts of kindness in the community.,Compassion,1/15/2019 14:50,Instagram,communitykindness,18,35, Australia ,2019,1,15,14,0.0,0.0,Neutral
 Tenderness in a heartfelt message to a loved one.    ,Tenderness,12/25/2016 19:30,Facebook,tenderness,25,50, UK          ,2016,12,25,19,0.35,0.9,Positive
 Tenderness in a heartfelt message to a loved one.    ,Tenderness,12/25/2016 19:30,Facebook,lovenote,25,50, UK          ,2016,12,25,19,0.35,0.9,Positive
 Arousal of excitement before a much-awaited trip.    ,Arousal,3/10/2018 9:45,Twitter,arousal,20,40, India    ,2018,3,10,9,0.0,0.0,Neutral
 Arousal of excitement before a much-awaited trip.    ,Arousal,3/10/2018 9:45,Twitter,traveladventure,20,40, India    ,2018,3,10,9,0.0,0.0,Neutral
 Enthusiasm for a new artistic project in the works.  ,Enthusiasm,9/17/2020 16:30,Instagram,enthusiasm,15,30, USA       ,2020,9,17,16,0.2348484848484848,0.7272727272727273,Positive
 Enthusiasm for a new artistic project in the works.  ,Enthusiasm,9/17/2020 16:30,Instagram,artisticproject,15,30, USA       ,2020,9,17,16,0.2348484848484848,0.7272727272727273,Positive
