Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,TextBlob_Polarity,TextBlob_Subjectivity,TextBlob_Sentiment
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",Grandeur,5/28/2018 18:30, NorwayFjordExplorer ,Instagram,"['grandeur', 'icymasterpiece']",22,45, Norway ,2018,5,28,18,0.45,0.55,Positive
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",Emotion,9/15/2022 20:00, AdeleConcertGoer ,Instagram,"['emotion', 'adeleconcert']",40,80, USA ,2022,9,15,20,0.0,0.0,Neutral
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",Energy,7/28/2019 21:30, BeyonceDancer ,Twitter,"['energy', 'beyonceconcert']",35,70, USA ,2019,7,28,21,0.032467532467532464,0.35714285714285715,Neutral
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",Enchantment,5/10/2021 19:45, SwiftieDreamer ,Facebook,"['enchantment', 'taylorswift']",30,60, USA ,2021,5,10,19,0.5,0.6,Positive
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",Nostalgia,12/2/2018 22:15, QueenTributeFan ,Instagram,"['nostalgia', 'queentribute']",22,45, UK ,2018,12,2,22,0.0,0.0,Neutral
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",Serenity,8/18/2020 19:00, SheeranMelodyLover ,Twitter,"['serenity', 'edsheeranconcert']",18,35, UK ,2020,8,18,19,0.7,0.95,Positive
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",Joy,3/28/2017 20:30, MarsJoyExplorer ,Facebook,"['joy', 'brunomars']",28,55, USA ,2017,3,28,20,0.8,0.2,Positive
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",Celebration,1/15/2022 21:15, MJTributeDancer ,Instagram,"['celebration', 'mjtribute']",25,50, USA ,2022,1,15,21,0.0,0.0,Neutral
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",Charm,6/10/2019 18:45, SinatraCharmListener ,Twitter,"['charm', 'sinatratribute']",22,45, USA ,2019,6,10,18,0.8,0.9,Positive
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",Ecstasy,3/20/2023 22:30, MetallicaMoshWarrior ,Facebook,"['ecstasy', 'metallicaconcert']",35,70, USA ,2023,3,20,22,0.0,0.0,Neutral
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",Hope,11/28/2016 19:00, ColdplayHopeSeeker ,Instagram,"['hope', 'coldplaymagic']",30,60, UK ,2016,11,28,19,0.5,1.0,Positive
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",Enthusiasm,8/5/2018 20:00, BieberDanceEnthusiast ,Instagram,"['enthusiasm', 'justinbieber']",40,80, Canada ,2018,8,5,20,0.0,0.0,Neutral
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",Creativity,4/15/2021 21:30, GagaArtisticChameleon ,Twitter,"['creativity', 'ladygaga']",35,70, USA ,2021,4,15,21,0.0,0.0,Neutral
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",Emotion,11/28/2019 19:45, AdeleMelodyTearjerker ,Facebook,"['emotion', 'adelemelodies']",30,60, UK ,2019,11,28,19,0.4,0.8,Positive
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",Colorful,6/22/2020 22:00, KatyPerryColorExplosion ,Instagram,"['colorful', 'katyperry']",22,45, USA ,2020,6,22,22,0.0,0.0,Neutral
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",Pride,9/10/2017 20:15, JayZEmpireListener ,Twitter,"['pride', 'jayzanthem']",18,35, USA ,2017,9,10,20,0.0,0.0,Neutral
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",Hypnotic,2/28/2022 21:15, ShakiraHipsDancer ,Facebook,"['hypnotic', 'shakirarhythms']",28,55, Colombia ,2022,2,28,21,0.0,0.0,Neutral
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",Connection,5/15/2016 19:30, U2ConnectionSeeker ,Instagram,"['connection', 'u2anthem']",25,50, Ireland ,2016,5,15,19,0.0,0.0,Neutral
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",Iconic,12/10/2018 22:30, GunsNRosesRiffRockstar ,Twitter,"['iconic', 'gnrconcert']",22,45, USA ,2018,12,10,22,0.425,0.575,Positive
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",Euphoria,1/22/2023 20:00, ArianaEuphoriaChaser ,Facebook,"['euphoria', 'arianagrande']",35,70, USA ,2023,1,22,20,0.16,0.54,Positive
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",Journey,3/5/2020 18:45, MarleyReggaeTraveler ,Instagram,"['journey', 'bobmarleytribute']",30,60, Jamaica ,2020,3,5,18,0.0,0.0,Neutral
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",Excitement,10/12/2018 20:00, MovieEnthusiastPremiereAttendee ,Twitter,"['excitement', 'moviepremierethrills']",40,80, USA ,2018,10,12,20,0.0,0.0,Neutral
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",Nostalgia,6/25/2019 22:15, FilmLoverNostalgiaSeeker ,Instagram,"['nostalgia', 'classicfilmmoments']",35,70, UK ,2019,6,25,22,0.08333333333333333,0.5555555555555556,Neutral
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",Engagement,7/8/2020 19:30, WebSeriesViewerCharacterConnection ,Facebook,"['engagement', 'webseriesjourney']",30,60, Canada ,2020,7,8,19,0.5,0.9,Positive
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",Pride,9/18/2017 21:45, IndieFilmmakerFestivalSuccess ,Twitter,"['pride', 'indiefilmsuccess']",22,45, Australia ,2017,9,18,21,0.0,0.0,Neutral
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",Touched,1/15/2021 18:00, DramaEnthusiastHeartwarmingMoments ,Instagram,"['touched', 'familydramamoments']",28,55, India ,2021,1,15,18,0.5,0.7,Positive
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",Gratitude,2/28/2016 20:30, AwardWinningActorOscarsRecipient ,Facebook,"['gratitude', 'oscarwinningmoment']",18,35, USA ,2016,2,28,20,0.65,0.5375,Positive
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",Inspiration,4/20/2022 17:30, DocumentaryEnthusiastHiddenGemFinder ,Twitter,"['inspiration', 'hiddengemdiscovery']",22,45, France ,2022,4,20,17,-0.16666666666666666,0.3333333333333333,Negative
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",Contemplation,11/5/2019 21:15, FilmBuffContemplativeViewer ,Instagram,"['contemplation', 'deepmeanings']",28,55, Germany ,2019,11,5,21,0.0,0.0,Neutral
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",Suspense,7/12/2015 22:00, CrimeSeriesEnthusiastThrillSeeker ,Facebook,"['suspense', 'crimeseriesthrills']",35,70, Japan ,2015,7,12,22,0.25,1.0,Positive
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",Satisfaction,9/10/2020 19:45, FilmCriticSatisfactionSeeker ,Twitter,"['satisfaction', 'fulfillingending']",22,45, Brazil ,2020,9,10,19,0.041666666666666664,0.6,Neutral
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",Joy,7/15/2018 21:30, FootballFanWorldCupCelebration ,Instagram,"['joy', 'worldcuptriumph']",40,80, Brazil ,2018,7,15,21,0.4,0.1,Positive
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",Inspiration,8/8/2020 19:45, OlympicsEnthusiastGoldMedalWinner ,Twitter,"['inspiration', 'olympicachievement']",35,70, USA ,2020,8,8,19,0.625,0.875,Positive
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",Excitement,6/25/2019 22:15, CricketFanChampionshipThrills ,Facebook,"['excitement', 'cricketchampionship']",30,60, India ,2019,6,25,22,0.0,0.0,Neutral
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",Admiration,11/7/2021 17:30, MarathonSpectatorRecordBreaking ,Instagram,"['admiration', 'marathonrecords']",22,45, Kenya ,2021,11,7,17,0.4,0.9,Positive
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ",Captivation,9/10/2017 20:15, TennisEnthusiastGrandSlamDrama ,Twitter,"['captivation', 'tennisrivalry']",28,55, UK ,2017,9,10,20,0.5,1.0,Positive
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",Triumph,6/20/2022 21:00, BasketballFanUnderdogTriumph ,Facebook,"['triumph', 'basketballfinals']",18,35, USA ,2022,6,20,21,0.0,0.0,Neutral
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",Awe,4/10/2016 18:30, GolfEnthusiastPrecisionVictory ,Instagram,"['awe', 'golfvictory']",22,45, Scotland ,2016,4,10,18,0.5833333333333333,1.0,Positive
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",Thrill,11/24/2019 19:45, F1FanHighSpeedRaceExcitement ,Twitter,"['thrill', 'formula1championship']",28,55, Germany ,2019,11,24,19,0.0,0.0,Neutral
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",Determination,9/28/2015 22:30, CyclingEnthusiastWorldChampion ,Facebook,"['determination', 'cyclingchampion']",35,70, Italy ,2015,9,28,22,0.5,1.0,Positive
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",Heartwarming,12/12/2020 20:00, HockeyFanComebackVictory ,Instagram,"['heartwarming', 'hockeyfinalscomeback']",22,45, Canada ,2020,12,12,20,0.4,0.1,Positive
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ",Disappointment,11/2/2019 18:45, SoccerFanTeamDefeats ,Twitter,"['disappointment', 'soccerdefeats']",40,80, Brazil ,2019,11,2,18,-0.04999999999999999,0.7,Neutral
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",Frustration,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback ,Instagram,"['frustration', 'tennissetback']",35,70, USA ,2018,7,10,21,0.16,0.54,Positive
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",Reflection,9/18/2020 19:30, BoxingFanChampionshipDefeat ,Facebook,"['reflection', 'boxingdefeat']",30,60, UK ,2020,9,18,19,0.25,0.25,Positive
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ",Obstacle,5/15/2017 22:00, CyclingEnthusiastTireBlowout ,Twitter,"['obstacle', 'cyclingfrustration']",22,45, France ,2017,5,15,22,0.0,0.7,Neutral
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ",Sympathy,4/5/2021 20:15, GymnasticsFanRoutineFall ,Instagram,"['sympathy', 'gymnasticsfall']",28,55, Japan ,2021,4,5,20,0.1,1.0,Neutral
"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",Pressure,8/20/2016 18:30, GolfEnthusiastMissedPutt ,Facebook,"['pressure', 'golfdefeat']",18,35, USA ,2016,8,20,18,0.0,1.0,Neutral
"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort. ",Renewed effort,2/12/2019 19:45, BasketballFanTeamLosses ,Twitter,"['renewedeffort', 'basketballstruggles']",22,45, Canada ,2019,2,12,19,0.0,0.0,Neutral
"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ",Miscalculation,6/28/2015 20:00, SwimmingEnthusiastRaceSetback ,Instagram,"['miscalculation', 'swimmingdisappointment']",28,55, Australia ,2015,6,28,20,-0.3,0.7,Negative
"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ",Challenge,1/8/2022 21:30, WeightliftingFanFailedRecord ,Facebook,"['challenge', 'weightliftingfailure']",35,70, Germany ,2022,1,8,21,0.0,0.4357142857142857,Neutral
"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ",Despair,12/15/2018 20:15, SoccerPlayerOwnGoalMoment ,Twitter,"['despair', 'owngoal']",22,45, Spain ,2018,12,15,20,0.35,1.0,Positive
"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ",Tranquility,7/10/2021 19:00, NatureEnthusiastSunsetWonder ,Instagram,"['tranquility', 'sunsetbeauty']",40,80, Canada ,2021,7,10,19,0.0,0.0,Neutral
"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime. ",Adventure,9/28/2019 20:30, TravelEnthusiastRoadTripDiscovery ,Twitter,"['adventure', 'roadtripmemories']",35,70, USA ,2019,9,28,20,0.21666666666666667,0.6166666666666667,Positive
"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind. ",Solace,3/15/2022 18:45, UrbanExplorerCafeSolitude ,Facebook,"['solace', 'cafereflection']",30,60, France ,2022,3,15,18,0.0,0.3333333333333333,Neutral
"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression. ",Creativity,11/5/2017 21:15, ArtEnthusiastStreetArtExploration ,Instagram,"['creativity', 'streetartvibes']",22,45, Brazil ,2017,11,5,21,0.13333333333333333,0.21666666666666667,Positive
"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ",Breakthrough,5/20/2020 16:30, ScienceEnthusiastDiscoveryMoment ,Twitter,"['breakthrough', 'scientificdiscovery']",28,55, Germany ,2020,5,20,16,0.13636363636363635,0.45454545454545453,Positive
"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ",Harmony,8/22/2016 19:45, MusicLoverLiveOrchestraExperience ,Facebook,"['harmony', 'orchestramelody']",18,35, UK ,2016,8,22,19,0.06818181818181818,0.45,Neutral
"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ",Joy in baking,4/10/2023 17:15, HomeBakerDeliciousMemories ,Instagram,"['joyinbaking', 'homemadedelights']",22,45, India ,2023,4,10,17,0.7,0.625,Positive
"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ",Envisioning history,12/18/2015 18:00, HistoryBuffMuseumExploration ,Twitter,"['envisioninghistory', 'museumtales']",28,55, Italy ,2015,12,18,18,-0.125,0.125,Negative
"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape. ",Imagination,10/8/2021 20:30, BookwormCaptivatingNovelEscape ,Facebook,"['imagination', 'literaryescape']",35,70, Japan ,2021,10,8,20,0.2,0.675,Positive
"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",Vibrancy,3/22/2019 21:45, PhotographyEnthusiastMarketMoments ,Instagram,"['vibrancy', 'marketstories']",22,45, Australia ,2019,3,22,21,0.2708333333333333,0.6666666666666666,Positive
"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ",Mesmerizing,6/15/2018 22:00, DanceEnthusiastCityNightPerformance ,Twitter,"['mesmerizing', 'nightdanceperformance']",40,80, USA ,2018,6,15,22,0.3,0.7,Positive
"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ",Culinary adventure,8/28/2019 19:30, FoodieMarketStreetFoodExploration ,Instagram,"['culinaryadventure', 'streetfooddelights']",35,70, Thailand ,2019,8,28,19,0.0,0.0,Neutral
"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ",Winter magic,12/1/2022 17:45, SnowLoverWinterEnthusiast ,Facebook,"['wintermagic', 'snowylandscapes']",30,60, Canada ,2022,12,1,17,0.375,0.6666666666666666,Positive
"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ",Thrilling journey,4/10/2017 21:15, MysteryBookwormSuspensefulRead ,Twitter,"['thrillingjourney', 'mysterynovel']",22,45, UK ,2017,4,10,21,0.375,1.0,Positive
"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ",Nature's beauty,5/15/2020 18:30, GardeningEnthusiastFlowerGarden ,Instagram,"['naturesbeauty', 'floraljoy']",28,55, Australia ,2020,5,15,18,0.48333333333333334,0.26666666666666666,Positive
"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ",Celestial wonder,9/22/2016 20:00, AstronomyEnthusiastStargazing ,Facebook,"['celestialwonder', 'stargazing']",18,35, USA ,2016,9,22,20,-0.16666666666666666,0.3333333333333333,Negative
"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ",Creative inspiration,2/12/2023 19:45, CoffeeLoverWritersRetreat ,Twitter,"['creativeinspiration', 'coffeejourney']",22,45, France ,2023,2,12,19,0.3,0.5,Positive
"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ",Runway creativity,11/10/2015 21:00, FashionEnthusiastDesignerShowcase ,Instagram,"['runwaycreativity', 'fashioninnovation']",28,55, Italy ,2015,11,10,21,0.0,0.0,Neutral
"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ",Ocean's freedom,7/20/2021 18:15, SurfingEnthusiastWaveRider ,Facebook,"['oceansfreedom', 'surfingthrills']",22,45, Brazil ,2021,7,20,18,0.0,0.0,Neutral
"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",Whispers of the past,4/18/2019 20:30, HistoryExplorerAncientCityTour ,Twitter,"['whispersofthepast', 'historicaltour']",35,70, Greece ,2019,4,18,20,-0.125,0.125,Negative
Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,Excitement,5/20/2023 19:45, CrushAvoider ,Twitter,"['crushstruggles', 'avoidingeyecontact']",15,30, USA,2023,5,20,19,0.475,0.725,Positive
Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,Boredom,5/21/2023 21:00, MovieBuff ,Instagram,"['snackcrisis', 'teenlife']",18,35, Canada,2023,5,21,21,0.0,0.0,Neutral
Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,Joy,5/22/2023 14:30, SelfieAddict ,Facebook,"['selfiestruggle', 'teenconfessions']",22,45, UK,2023,5,22,14,0.3666666666666667,0.46666666666666673,Positive
Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,Frustration,5/23/2023 16:45, AudioExplorer ,Twitter,"['teenproblems', 'lostheadphones']",20,40, USA,2023,5,23,16,-0.4,0.8500000000000001,Negative
Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,Surprise,5/24/2023 13:15, MemeCreator ,Instagram,"['studyingmemes', 'teenlife']",25,50, Canada,2023,5,24,13,0.0,0.0,Neutral
"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",Indifference,5/25/2023 19:00, FashionBlunder ,Facebook,"['weekendoops', 'teenfashion']",20,40, USA,2023,5,25,19,0.0,0.0,Neutral
Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,Satisfaction,5/26/2023 14:20, GroupGenius ,Twitter,"['teensuccess', 'projectmiracle']",28,55, UK,2023,5,26,14,0.0,0.0,Neutral
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",Disgust,5/27/2023 21:15, ChipExplorer ,Instagram,"['teenchef', 'cookingfail']",22,45, Canada,2023,5,27,21,0.0,0.0,Neutral
"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",Surprise,5/28/2023 12:00, ExcitementSeeker ,Facebook,"['classevent', 'teenexcitement']",18,35, USA,2023,5,28,12,0.4,0.65,Positive
"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",Joy,5/29/2023 23:30, NightReader ,Twitter,"['bookdiscoveries', 'teenreading']",30,60, UK,2023,5,29,23,0.07878787878787878,0.3181818181818182,Neutral
"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",Excitement,5/30/2023 20:45, GamingEnthusiast ,Instagram,"['gameon', 'teengamer']",22,45, USA,2023,5,30,20,-0.08787878787878789,0.6181818181818182,Neutral
Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,Joy,5/31/2023 15:30, LazyWatcher ,Facebook,"['bingewatchday', 'teenlife']",35,70, Canada,2023,5,31,15,0.018181818181818174,0.2772727272727273,Neutral
Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,Excitement,6/1/2023 18:00, TrendExplorer ,Twitter,"['fashiongoals', 'teenstyle']",20,40, USA,2023,6,1,18,0.5,0.9,Positive
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,Frustration,6/2/2023 14:30, MusicalExplorer ,Instagram,"['instrumentlearning', 'teenmusic']",28,55, UK,2023,6,2,14,0.13636363636363635,0.45454545454545453,Positive
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,Joy,6/3/2023 21:15, MusicAficionado ,Facebook,"['musictherapy', 'teenplaylist']",22,45, Canada,2023,6,3,21,0.45,0.55,Positive
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,Pride,6/4/2023 19:30, HomeChef ,Twitter,"['cookingsuccess', 'teencook']",25,50, USA,2023,6,4,19,0.9375,0.95,Positive
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,Excitement,6/5/2023 10:00, AdventureSeeker ,Instagram,"['getawaygoals', 'teentravel']",18,35, UK,2023,6,5,10,0.75,0.9,Positive
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,Joy,6/6/2023 22:30, DanceEnthusiast ,Facebook,"['musicmagic', 'teenconcert']",28,55, Canada,2023,6,6,22,0.0,0.0,Neutral
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,Joy,6/7/2023 12:45, NostalgiaExplorer ,Twitter,"['childhoodmemories', 'teencartoons']",22,45, USA,2023,6,7,12,0.0,0.0,Neutral
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,Excitement,6/8/2023 16:00, HomeDecorator ,Instagram,"['diygoals', 'teencreative']",35,70, UK,2023,6,8,16,0.25,0.2833333333333333,Positive
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",Curiosity,6/9/2023 14:00, ArtExplorer ,Facebook,"['culturalday', 'teencuriosity']",20,40, USA,2023,6,9,14,-0.1,0.1,Neutral
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,Curiosity,6/10/2023 17:30, ThoughtfulBlogger ,Twitter,"['bloggingjourney', 'teenthoughts']",30,60, Canada,2023,6,10,17,-0.18181818181818182,0.4772727272727273,Negative
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,Contentment,6/11/2023 15:30, NovelEnthusiast ,Instagram,"['quietmoments', 'bookishescape']",35,70, USA,2023,6,11,15,0.35416666666666663,0.325,Positive
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",Gratitude,6/12/2023 18:00, WiseSoul ,Twitter,"['aginggracefully', 'memories']",28,55, UK,2023,6,12,18,0.0,0.0,Neutral
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,Curiosity,6/13/2023 14:45, ArtAdventurer ,Facebook,"['artdiscovery', 'seniorartist']",22,45, Canada,2023,6,13,14,-0.05454545454545454,0.3515151515151515,Neutral
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,Contentment,6/14/2023 19:30, HomeChefSenior ,Instagram,"['happinessinfood', 'seniorlife']",25,50, USA,2023,6,14,19,0.35,0.2785714285714286,Positive
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,Curiosity,6/15/2023 12:15, LinguisticExplorer ,Twitter,"['mindenrichment', 'seniorlearning']",30,60, UK,2023,6,15,12,0.12424242424242422,0.43636363636363634,Positive
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",Joy,6/16/2023 21:45, MusicConnoisseur ,Facebook,"['musiclover', 'seniorconcert']",18,35, Canada,2023,6,16,21,0.0,0.0,Neutral
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,Joy,6/17/2023 15:00, PhotographySenior ,Instagram,"['naturecapture', 'seniormoments']",35,70, USA,2023,6,17,15,0.0,0.0,Neutral
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",Contentment,6/18/2023 11:30, TeaTimeSenior ,Twitter,"['friendshipgoals', 'seniorbonding']",28,55, UK,2023,6,18,11,0.22499999999999998,0.42500000000000004,Positive
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",Joy,6/19/2023 16:30, RoadTripSenior ,Facebook,"['cherishedplaces', 'seniortravel']",22,45, Canada,2023,6,19,16,-0.125,0.625,Negative
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",Joy,6/20/2023 14:20, ChoirEnthusiast ,Instagram,"['musicharmony', 'seniorvoices']",20,40, USA,2023,6,20,14,0.0,0.0,Neutral
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",Contentment,6/21/2023 19:00, MeditationSenior ,Twitter,"['mindfulliving', 'seniorcalm']",18,35, UK,2023,6,21,19,0.0,0.0,Neutral
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",Contentment,6/22/2023 13:45, GardenEnthusiast ,Facebook,"['naturewonders', 'seniorgarden']",25,50, USA,2023,6,22,13,0.0,0.0,Neutral
